0,0,0,4,4,0,100,90,100,15,0,0
0,0,0,3,3,0,89,90,100,0,0,0
1,2,0,4,2,0,50,10,40,0,0,0
1,2,1,4,0,0,25,0,7,0,40,0
0,0,0,3,4,0,100,85,100,0,0,0
0,0,0,4,4,0,0,85,100,0,0,0
0,0,0,4,4,0,90,80,100,0,0,0
0,2,0,4,4,0,85,80,100,50,0,0
0,0,0,3,3,0,70,70,80,10,0,0
0,0,0,4,4,0,85,80,100,0,0,0
1,1,3,2,1.5,0,70,20,50,10,0,0
0,0,0,4,4,0,90,80,100,0,0,0
0,0,0,4,3,0,70,70,100,0,8,0
0,0,0,4,3,0,70,72,100,0,0,0
0,2,0,4,3,3,85,80,97,30,0,10
0,2,0,4,2.75,0,50,50,89,0,0,15
0,1,0,4,3,0,60,20,30,10,0,0
0,3,3,2,3,2,50,20,10,10,10,0
1,4,3,3,2,0,10,10,0,10,20,0
1,4,2,4,2,0,10,0,0,20,20,10
0,2,3,4,3,0,30,0,20,10,30,0
0,1,2,4,3,0,30,10,20,10,0,0
0,2,1,4,3,0,30,10,20,10,0,0
0,1,1,4,3,0,30,10,20,10,0,0
0,1,0,4,3,0,30,10,10,10,0,0
0,1,0,4,3,0,20,0,20,10,0,0
1,5,4,1,1,3,0,0,0,60,20,0
0,3,3,3,3,0,60,20,20,20,0,10
0,3,1,3,3,0,20,20,10,10,10,0
1,3,1,3,2,1,30,10,10,50,40,0
1,4,2,2,1,2,30,10,10,70,30,15
1,5,3,1,1,3,20,0,0,80,30,0
0,0,0,4,3,0,20,10,0,0,0,0
1,2,2,3,3,1,70,80,60,60,50,20
1,3,1,2,1,2,50,30,40,10,10,0
1,4,1,2,2,0,60,60,50,70,30,20
0,0,0,4,4,0,60,50,50,20,0,0
0,0,0,3,3,0,70,50,50,10,10,10
0,0,0,4,3,0,70,50,50,10,0,0
0,0,0,4,4,0,60,20,50,0,0,0
0,0,0,4,4,0,50,50,40,0,0,0
0,0,0,4,4,0,0,0,30,10,0,0
1,4,3,1,1,2,50,50,50,70,20,20
0,0,0,4,4,0,50,60,50,10,0,0
0,0,0,3,4,0,60,60,50,10,0,0
1,6,4,1,1,4,40,60,50,70,60,60
1,3,3,2,2,3,60,60,50,70,30,30
1,5,3,2,2,4,50,60,60,70,40,50
1,2,4,2,3,0,80,10,100,0,20,0
1,4,1,3,1,1,50,30,30,10,30,0
0,0,4,4,3,0,70,10,90,0,0,0
1,6,0,1,4,3,10,10,10,90,80,10
0,2,3,3,2,1,50,60,10,20,0,0
0,0,0,2,3,0,70,40,80,10,0,0
0,0,0,3,3,0,90,10,80,0,10,0
0,0,0,4,0,0,60,20,30,0,10,10
0,4,2,2,2,0,30,0,10,10,20,0
1,2,3,2,2,1,30,40,40,10,10,0
1,6,4,0,0,4,0,0,10,80,50,20
0,1,4,3,0,0,80,20,80,10,10,5
0,1,0,3,3,0,90,80,70,10,10,0
1,6,4,1,0,2,0,90,10,90,75,10
1,4,2,1,2,2,70,80,70,85,80,20
1,5,3,3,3,2,60,70,65,40,30,0
0,3,0,3,0,0,20,0,20,0,0,0
0,0,0,1,0,1,0,0,10,0,0,0
0,0,0,2,2,0,0,0,0,0,0,0
1,6,3,0,0,0,0,0,0,0,80,0
0,0,0,0,0,0,10,0,10,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0
1,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,0,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0
1,6,4,0,4,4,0,0,0,100,40,0
1,3,2,1,0,1,0,0,0,30,0,0
0,0,3,3,0,2,0,0,0,70,50,0
1,6,4,0,4,4,0,0,0,100,100,100
1,6,4,0,4,4,20,0,20,100,80,80
1,6,4,0,4,4,0,0,0,80,100,100
0,0,1,4,5,0,60,20,70,0,0,0
1,2,4,5,5,1,50,80,10,10,20,0
1,4,5,1,1,5,0,5,0,5,60,0
1,2,4,3,1,0,0,0,0,0,40,0
0,0,1,3,5,0,60,0,90,5,0,0
0,0,1,3,5,0,60,5,80,0,0,0
0,0,0,2,5,0,70,0,80,0,0,0
0,0,1,3,3,0,40,0,50,0,0,0
0,0,1,5,5,0,10,0,80,0,0,0
1,1,3,2,4,0,30,0,20,0,10,0
1,5,5,1,1,2,10,10,0,60,20,0
0,0,1,5,5,0,80,80,20,0,0,0
1,2,2,3,4,0,10,10,20,5,30,0
1,6,6,1,0,5,0,0,0,30,60,0
1,3,2,5,5,3,40,20,20,50,10,0
1,6,6,2,2,5,0,10,0,70,30,0
0,0,4,5,5,0,40,50,50,0,0,0
0,0,6,6,5,0,80,60,60,0,0,0
0,1,4,4,4,0,50,40,50,0,0,0
1,1,5,5,4,0,40,30,30,10,0,10
0,0,0,4,4,0,50,40,50,0,0,0
0,0,6,6,6,0,60,40,50,0,0,0
0,0,6,5,5,0,60,40,50,0,0,0
0,0,6,6,6,0,70,40,40,0,0,0
0,0,0,6,6,0,70,40,50,0,0,0
0,0,6,6,6,0,70,40,60,0,0,0
1,1,4,5,3,0,60,50,40,0,0,0
0,0,4,4,5,0,70,60,60,0,0,0
0,0,6,6,6,0,60,40,50,0,0,0
1,3,1,5,5,0,50,60,70,20,0,0
1,2,1,4,3,2,50,60,50,50,0,0
1,4,3,4,2,3,30,30,30,50,0,0
0,0,0,6,6,0,25,10,25,0,0,0
0,0,0,6,6,0,60,50,60,0,0,0
1,3,1,6,6,0,2,60,2,0,40,0
1,4,0,6,6,0,2,2,2,0,60,0
0,0,0,6,6,0,50,20,50,0,0,0
0,0,0,6,6,0,50,10,50,0,0,0
0,0,0,6,6,0,10,10,10,0,10,0
0,0,0,6,6,0,60,20,60,0,0,0
0,2,1,6,6,0,10,10,10,0,0,0
0,0,0,6,6,0,10,10,10,0,10,0
0,1,1,6,4,0,48,25,50,7,0,0
0,0,0,6,6,0,80,80,80,0,0,0
0,0,0,6,6,0,80,20,80,0,0,0
1,1,4,4,3,2,30,50,30,10,0,0
1,2,0,5,3,2,30,30,30,30,0,0
1,2,2,4,4,0,20,30,20,20,0,0
0,1,1,4,4,0,80,50,50,10,0,0
0,1,2,2,2,0,10,10,30,10,5,20
0,2,3,4,2,0,30,20,40,10,0,0
1,5,6,0,0,4,0,0,0,0,100,0
0,0,0,5,5,0,50,50,50,0,0,5
0,0,0,5,6,0,40,40,80,0,0,0
0,0,0,5,5,0,20,10,50,5,0,10
0,0,0,5,5,0,50,10,50,0,0,5
0,2,2,4,2,0,10,10,20,0,50,0
0,1,1,2,2,0,0,0,20,10,10,15
1,4,6,2,0,2,0,0,20,20,20,20
0,1,0,5,5,0,40,40,50,5,0,5
0,1,1,4,4,0,20,20,40,10,5,10
1,3,0,4,4,5,50,10,40,40,10,10
0,1,3,2,1,5,0,0,50,50,20,20
1,4,3,2,1,3,0,0,0,50,5,30
0,0,1,6,6,0,90,90,90,0,0,0
1,3,4,4,5,2,60,70,70,30,0,20
1,0,6,0,0,5,0,0,0,30,0,0
1,4,1,4,2,0,0,0,0,100,0,100
0,0,0,6,6,0,100,100,100,0,0,0
0,0,0,6,6,0,100,100,100,0,0,0
0,0,0,6,5,0,80,60,60,20,0,0
0,0,0,5,5,0,80,80,60,0,0,0
0,0,0,6,6,0,100,90,100,0,0,0
0,0,0,4,5,0,90,80,60,0,0,0
1,3,2,5,3,4,70,60,40,40,0,0
0,0,0,6,6,0,100,100,100,0,0,0
1,2,1,5,5,0,70,80,80,10,0,10
1,4,3,4,4,5,70,50,40,80,50,80
1,5,5,3,4,4,10,10,40,50,50,50
1,6,6,0,1,1,10,0,20,50,10,80
0,2,0,0,3,1,10,10,10,10,15,0
0,0,0,6,6,0,30,80,30,0,0,0
0,1,1,0,1,5,0,15,0,20,40,0
0,2,0,0,2,0,5,10,5,0,65,0
0,0,0,6,6,0,2,2,2,0,0,0
0,0,0,6,6,0,15,10,10,0,0,0
0,0,0,2,2,0,5,0,0,0,0,0
0,0,0,4,4,0,10,0,0,0,0,0
0,0,0,2,2,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,5,0
1,6,1,6,0,4,0,0,0,40,55,5
0,0,0,6,5,0,30,30,25,3,0,0
0,1,0,6,6,0,5,20,10,0,20,0
0,1,0,4,2,1,15,10,15,30,25,0
1,3,0,4,4,1,40,20,35,60,15,0
1,6,4,0,1,5,0,0,1,6,4,5
0,0,0,6,6,0,100,30,100,0,0,0
0,3,2,1,2,5,80,95,60,20,0,0
1,3,0,6,5,0,35,0,0,60,0,0
1,5,6,0,0,5,0,0,0,0,100,0
0,0,0,6,6,0,90,0,100,0,0,0
0,0,0,6,6,0,100,60,100,0,0,0
0,0,0,6,6,0,100,0,100,0,0,0
0,0,0,6,6,0,80,0,100,0,0,0
0,0,0,6,6,0,85,0,90,0,0,0
0,0,0,6,6,0,100,15,100,0,0,0
1,4,2,5,5,2,100,20,100,10,0,0
0,0,0,6,6,0,100,70,700,0,0,0
1,3,5,5,6,1,30,10,80,15,0,0
1,6,6,2,2,5,0,0,15,100,0,20
1,4,2,6,3,2,40,15,50,75,0,0
1,5,4,3,3,1,0,0,70,80,0,0
0,0,0,5,4,0,50,40,60,0,0,0
1,2,3,2,3,1,50,80,40,30,0,0
0,0,4,3,3,0,10,20,10,20,30,20
1,5,0,0,5,4,0,0,0,20,90,30
0,0,0,0,4,0,50,10,90,0,0,0
0,0,5,6,0,0,90,30,90,0,0,0
0,0,0,5,4,0,80,20,90,0,0,0
0,0,5,5,5,0,60,20,90,0,0,0
0,0,0,5,5,0,90,20,90,0,0,0
0,0,0,5,5,0,50,10,90,0,0,0
1,5,0,1,0,3,0,10,0,80,10,10
0,0,0,4,4,0,60,50,50,10,0,0
1,1,4,4,4,1,20,20,20,20,10,10
1,5,4,1,1,3,10,10,10,80,10,10
1,3,3,3,3,2,10,20,10,50,10,10
1,4,5,3,3,3,10,20,10,50,10,10
